,PC1,PC2,PC3
GSM1875253,-17.580413649243916,-18.323433532132498,-5.573495149918432
GSM1875254,-6.848546641701521,-10.293051615038985,10.900158446928295
GSM1875255,-8.876940804266619,-8.544038331799943,24.50531794799093
GSM1875256,14.809116109816658,4.453883034770472,-24.312910313385903
GSM1875257,22.12674575557713,31.400838914198957,-16.001216094028102
GSM1875258,-7.820338136485656,-16.79695729855099,10.731877188724646
GSM1875259,-22.21547515594098,15.679003155491381,35.039373030468184
GSM1875260,-17.956429330590908,-13.015896741884756,21.774454885649988
GSM1875261,29.513170528147025,19.41884000276683,-5.086749705515142
GSM1875262,-3.3827511279998506,-32.85724065756519,4.532548031840263
GSM1875263,6.780172015755429,-20.82088927962273,0.531953567367141
GSM1875264,-47.38607909725972,54.892295696673756,-0.5271768104646168
GSM1875265,-23.42307443627364,1.1747197047385796,-38.18476065782168
GSM1875266,-14.913291316163969,-13.175676748629456,5.801203418902779
GSM1875267,15.363782067138368,-22.08823391347947,27.147524778535338
GSM1875268,-8.060732067476184,16.920507460194184,-18.670460220110527
GSM1875269,-8.327173002943724,15.463835844259325,60.663429087436946
GSM1875270,-49.53565529962947,26.632127707044408,-27.364872428255975
GSM1875271,11.390430515866091,-64.65879199849937,-29.399507654290225
GSM1875272,83.19626024972553,16.0840401696406,22.11662182508121
GSM1875273,34.915360375605836,-10.423934637294979,-2.1139549032002862
