,PC1,PC2,PC3
GSM1875245,17.419013895206096,0.07510670097000331,-2.017786530690317
GSM1875246,25.95908149917626,-0.8732513738677485,-18.518027537227493
GSM1875247,-15.08208177370126,-24.84872193770022,7.958125441271627
GSM1875248,-3.08183976648621,9.852772274027068,7.771735735743288
GSM1875249,-18.074591530280813,-7.936550236565944,10.99329728626979
GSM1875250,-0.20948369289541485,-1.8490736741522242,-8.233715884956736
GSM1875251,-23.86626333390389,7.619423008338594,11.08654232986345
GSM1875252,-10.479995527603338,-22.757166010331517,15.810374343935676
GSM1875253,7.762677671023427,14.672305548146442,-2.9626415764371017
GSM1875254,-1.3077909035039448,5.591865503230907,-6.4782131486811565
GSM1875255,-1.1526682460091278,4.28437872606942,-15.621753198391321
GSM1875256,-2.2055848776169595,3.6485898412784454,17.151772598536756
