,PC1,PC2,PC3
GSM1875208,-8.74082720836143,-24.065816627584322,12.95281792335251
GSM1875209,-7.286520399242398,5.211031932237298,28.937902693997877
GSM1875210,-14.64875536976153,-6.806713961528666,3.822070209369399
GSM1875211,0.9609522632415598,10.991083275481545,4.9359896219527295
GSM1875212,31.359778737125083,-4.753776294130261,6.703295219089386
GSM1875213,17.3044904491733,21.33165074478923,-7.361728841949886
GSM1875214,-13.4438556606226,-12.780932452962785,5.999323355243247
GSM1875215,-13.051141776678548,-11.391288599219468,5.749798912258755
GSM1875216,-45.76001082275264,7.2220953229848055,35.021400091778425
GSM1875217,48.14088253687813,-2.8695068826848305,-14.063144385668489
GSM1875218,21.95516380446567,46.18612270798558,5.096903290603946
GSM1875219,33.41902715232308,13.994135872180665,17.03924077502543
GSM1875220,0.6618336974790107,-16.980131364071887,26.602997395907867
GSM1875221,-23.70933566106799,-14.54169197126855,-23.27473193427804
GSM1875222,-20.34261729775021,3.2613404157832173,-15.20788627189577
GSM1875223,29.83457835322791,46.22312693056942,-50.894489887946364
GSM1875224,12.729660380820825,-27.82124013929919,-44.30509212732007
GSM1875225,-0.9521277422127092,4.286418509809247,23.22709314291936
GSM1875226,-42.37822331399201,5.183786895828412,-10.24947187479823
GSM1875227,-6.42886713892869,24.554857229144353,25.692155780216392
GSM1875228,37.35186276701625,-10.527860737974512,-17.647601172373413
GSM1875229,-11.3962209229108,-3.8759153655612195,-24.101949456072514
GSM1875230,-7.462444195523032,-19.099581390630355,12.547833213854632
GSM1875231,26.40645348024752,-0.7938300617133476,-15.185562222040812
GSM1875232,57.89793339779359,21.049627554271254,46.05477150944655
GSM1875233,-63.39076668978044,15.496004877240965,18.297591883773936
GSM1875234,-30.608785809959098,13.58846106606074,15.018430033524059
GSM1875235,10.208095442814946,-7.453020159614478,30.32199661424297
GSM1875236,-14.628143776808361,-5.189342574541351,14.490783649954622
GSM1875237,18.128416660705987,10.747668278021816,21.213502641295534
GSM1875238,38.74995351310444,-15.770237572166037,-26.80574700446354
GSM1875239,-3.9547753152030705,12.288842434946062,17.114423237241592
GSM1875240,11.970381739340183,3.592089185894823,11.896895934612495
GSM1875241,-47.53115025502134,-20.366923923163686,-29.196342109003556
GSM1875242,14.525367850454781,-8.369699517271272,-39.000765065812644
GSM1875243,-56.46854919487645,-5.516651520242921,-6.487307102692274
GSM1875244,3.777116982019839,-28.988819590945557,6.305607203293328
GSM1875245,-15.816296418057906,9.309446196220074,0.48169753110269137
GSM1875246,-46.6983917985808,23.560107342365423,28.78195137012373
GSM1875247,40.80100440996668,26.788783943158297,4.567253692034548
GSM1875248,-4.944419790784904,-17.078164064351444,-13.767443084170964
GSM1875249,38.2091474639867,5.672457368100838,-12.116291326635498
GSM1875250,1.0464353356628022,8.191076640279814,21.618381844332493
GSM1875251,23.509195532073417,-31.54230627328902,-24.056877665803945
GSM1875252,66.60790945128916,39.063194451414056,-19.208746997097247
GSM1875253,-23.185357296666574,-11.744400612135426,-10.435969676150947
GSM1875254,-11.723814106701472,-7.175728411482585,11.484055223071351
GSM1875255,-13.398666374327668,-4.538005756674394,27.297458005353207
GSM1875256,23.59090195298877,1.1090951979819366,-26.538990825412938
GSM1875257,49.52801254174587,34.63880257787904,-21.548068796201942
GSM1875258,-16.100603079370064,-15.485252714340902,11.030513844942126
GSM1875259,-20.074158906312704,24.60961972098858,42.72223178739081
GSM1875260,-28.219505622919403,-7.840894111262953,25.050054224944816
GSM1875261,48.135628574104366,14.639251033176329,-4.298631154430334
GSM1875262,-18.16082060001634,-34.49091910606218,1.9799981529808441
GSM1875263,-2.452003702099285,-28.069226393648787,0.2708818207684771
GSM1875264,-31.339959233555856,77.84071307639215,-0.09072517842997518
GSM1875265,-26.315598142260747,7.753618503955867,-43.825634832164894
GSM1875266,-21.04709191951027,-8.734966981966004,3.353370467108963
GSM1875267,0.12585353006946554,-33.33681895130667,32.27732590036374
GSM1875268,-1.8004894875572772,21.535339893368842,-21.284665516900404
GSM1875269,-7.133325797981037,17.6107361884488,72.50447295415462
GSM1875270,-40.38213169469865,48.85967348629327,-35.443435185333996
GSM1875271,-10.355745802336047,-72.71968916744052,-37.9164809952873
GSM1875272,104.73399970026477,-7.036893547976494,31.3234478350912
GSM1875273,35.96649255338251,-23.702486107766777,-1.1685572622783253
